Year,Month,Date,Hour,Place,Temperature,Temperature Category,Day Status,Ride Demand
2024,9,20,19,R.T. Nagar,22.90503621053628,Moderate Temp (Clear),Working Day,94
2023,12,4,9,Vasanthnagar,33.974109446138606,High Temp (Sunny),Working Day,69
2024,4,10,21,BTM Layout,10.801289698501384,Low Temp (Rainy),Working Day,78
2023,12,13,5,Malleswaram,22.632719970847443,Moderate Temp (Clear),Working Day,23
2024,5,27,0,Rajajinagar,27.09637323511161,Moderate Temp (Clear),Working Day,21
2024,12,7,19,Jayanagar,31.149935432803662,High Temp (Sunny),Holiday,123
2024,3,19,0,Sadashivanagar,28.19191802004378,High Temp (Sunny),Working Day,23
2023,11,20,2,Sadashivanagar,18.3247127927973,Moderate Temp (Clear),Working Day,21
2024,11,17,20,Seshadripuram,22.90831919444703,Moderate Temp (Clear),Holiday,162
2024,8,16,19,Shivajinagar,20.796255834567937,Moderate Temp (Clear),Working Day,121
2024,7,18,3,Jeevanbhima Nagar,26.516380991488383,Moderate Temp (Clear),Working Day,21
2024,12,16,17,Shivajinagar,28.32807448293488,High Temp (Sunny),Working Day,76
2023,1,6,0,Ulsoor,23.263730704844185,Moderate Temp (Clear),Working Day,21
2024,5,26,18,HSR Layout,17.765652837395244,Low Temp (Rainy),Holiday,104
2024,6,5,20,Vijaynagar,22.272253161272857,Moderate Temp (Clear),Working Day,109
2024,2,21,17,Marathahalli,8.21539805132598,Low Temp (Rainy),Working Day,69
2023,12,13,16,Mahadevapura,24.584094020306413,Moderate Temp (Clear),Working Day,110
2023,8,1,1,Yelahanka,20.53930515532369,Moderate Temp (Clear),Working Day,23
2024,1,6,4,Jeevanbhima Nagar,22.57403872172625,Moderate Temp (Clear),Holiday,25
2024,11,27,17,Marathahalli,23.396304586296807,Moderate Temp (Clear),Working Day,112
2023,10,23,1,HSR Layout,27.348321629148007,Moderate Temp (Clear),Working Day,23
2023,8,2,17,Rajarajeshwari Nagar,19.62146593874327,Moderate Temp (Clear),Working Day,106
2024,7,6,2,Vijaynagar,20.031927763518357,Moderate Temp (Clear),Holiday,24
2022,1,22,0,Mahadevapura,20.069690409320486,Moderate Temp (Clear),Holiday,20
2022,10,23,5,Bannerghatta,29.129732148341795,High Temp (Sunny),Holiday,22
2024,11,18,11,Jeevanbhima Nagar,21.824890048343114,Moderate Temp (Clear),Working Day,77
2023,2,24,20,Bannerghatta,18.95372554636838,Moderate Temp (Clear),Working Day,77
2022,5,4,11,Rajarajeshwari Nagar,20.39753432423509,Moderate Temp (Clear),Working Day,71
2024,5,7,16,Malleswaram,15.928784839052875,Low Temp (Rainy),Working Day,91
2024,5,17,8,Banashankari,27.447551312469507,Moderate Temp (Clear),Working Day,113
2023,3,6,14,Koramangala,16.927839373191738,Low Temp (Rainy),Working Day,62
2024,8,15,21,Jeevanbhima Nagar,26.3748053219107,Moderate Temp (Clear),Working Day,113
2023,2,12,6,Whitefield,25.474622405065084,Moderate Temp (Clear),Holiday,24
2023,1,9,1,Indiranagar,13.358601864485143,Low Temp (Rainy),Working Day,20
2023,1,3,7,Bannerghatta,27.37549400554297,Moderate Temp (Clear),Working Day,101
2023,1,9,12,Jeevanbhima Nagar,29.362343645893,High Temp (Sunny),Working Day,48
2024,4,19,19,Seshadripuram,19.368256748230355,Moderate Temp (Clear),Working Day,130
2024,11,10,11,Yeshwantpur,21.576788367996123,Moderate Temp (Clear),Holiday,110
2023,9,4,13,Indiranagar,28.29151224931581,High Temp (Sunny),Working Day,62
2023,7,12,21,Yeshwantpur,17.01961854745504,Low Temp (Rainy),Working Day,68
2024,8,15,0,R.T. Nagar,24.867460578104936,Moderate Temp (Clear),Working Day,21
2022,4,17,0,Bannerghatta,32.55624186608084,High Temp (Sunny),Holiday,21
2022,1,4,3,Domlur,27.545631879015755,Moderate Temp (Clear),Working Day,25
2024,1,5,11,Vasanthnagar,22.0474106014914,Moderate Temp (Clear),Working Day,84
2024,2,7,14,Shivajinagar,26.800038609074,Moderate Temp (Clear),Working Day,74
2022,12,6,19,Rajajinagar,15.158903614164805,Low Temp (Rainy),Working Day,55
2022,6,23,9,Indiranagar,20.294507092019025,Moderate Temp (Clear),Working Day,85
2024,5,28,4,Whitefield,23.56291872592928,Moderate Temp (Clear),Working Day,23
2024,8,19,20,HSR Layout,17.779271219689342,Low Temp (Rainy),Working Day,75
2022,7,1,10,Malleswaram,27.50776107527376,Moderate Temp (Clear),Working Day,81
2023,3,15,3,Vasanthnagar,18.945324260409528,Moderate Temp (Clear),Working Day,22
2022,2,3,8,BTM Layout,15.036405268206405,Low Temp (Rainy),Working Day,52
2022,11,15,17,Koramangala,19.68815158367727,Moderate Temp (Clear),Working Day,95
2022,5,13,8,Bellandur,22.067147352730903,Moderate Temp (Clear),Working Day,78
2022,6,23,11,Marathahalli,20.51369953134044,Moderate Temp (Clear),Working Day,62
2023,3,26,14,Seshadripuram,27.27983736203819,Moderate Temp (Clear),Holiday,118
2024,8,16,17,Koramangala,27.101484894680773,Moderate Temp (Clear),Working Day,117
2023,6,28,15,Vasanthnagar,14.206327180945202,Low Temp (Rainy),Working Day,39
2024,8,24,17,Domlur,17.228908719704513,Low Temp (Rainy),Holiday,113
2022,3,12,17,Indiranagar,20.21945625894401,Moderate Temp (Clear),Holiday,109
2022,10,16,5,HSR Layout,25.48269019523826,Moderate Temp (Clear),Holiday,23
2023,1,10,0,Malleswaram,29.933443297191207,High Temp (Sunny),Working Day,24
2024,1,14,10,Marathahalli,13.83537381531402,Low Temp (Rainy),Holiday,89
2023,6,24,2,Koramangala,24.97964374688986,Moderate Temp (Clear),Holiday,21
2022,5,26,17,BTM Layout,23.13942883926069,Moderate Temp (Clear),Working Day,72
2023,6,20,18,Hebbal,13.66373617140216,Low Temp (Rainy),Working Day,54
2022,11,12,19,JP Nagar,10.768016964114723,Low Temp (Rainy),Holiday,104
2024,5,28,16,Rajarajeshwari Nagar,21.45022980562466,Moderate Temp (Clear),Working Day,110
2024,7,14,12,Indiranagar,23.080931188756946,Moderate Temp (Clear),Holiday,134
2024,1,21,20,JP Nagar,27.47397386955312,Moderate Temp (Clear),Holiday,128
2023,2,3,7,Jayanagar,21.696111483618864,Moderate Temp (Clear),Working Day,106
2023,9,20,15,JP Nagar,10.249398152959593,Low Temp (Rainy),Working Day,42
2024,9,16,11,Yelahanka,19.042811726466915,Moderate Temp (Clear),Working Day,108
2023,7,21,19,Koramangala,13.431326367536498,Low Temp (Rainy),Working Day,77
2024,8,3,5,Indiranagar,15.66879955815881,Low Temp (Rainy),Holiday,21
2022,4,22,10,BTM Layout,30.678236479074545,High Temp (Sunny),Working Day,67
2024,4,22,6,Malleswaram,13.949379857454463,Low Temp (Rainy),Working Day,22
2023,7,17,4,Jayanagar,19.294423309467582,Moderate Temp (Clear),Working Day,25
2022,2,28,3,Seshadripuram,14.70368936295112,Low Temp (Rainy),Working Day,24
2024,1,16,23,Bannerghatta,27.39023302317121,Moderate Temp (Clear),Working Day,75
2023,12,19,3,Domlur,29.488307266834862,High Temp (Sunny),Working Day,20
2022,2,12,6,Marathahalli,26.384030395711825,Moderate Temp (Clear),Holiday,25
2024,2,19,17,Koramangala,31.405630087035167,High Temp (Sunny),Working Day,73
2024,8,22,21,Banashankari,20.872683705164302,Moderate Temp (Clear),Working Day,107
2024,7,9,9,Seshadripuram,22.767120807639724,Moderate Temp (Clear),Working Day,104
2023,9,19,15,Indiranagar,19.88799824121133,Moderate Temp (Clear),Working Day,69
2024,6,24,21,Whitefield,34.69554567794369,High Temp (Sunny),Working Day,89
2023,8,9,7,HSR Layout,18.79636672866884,Moderate Temp (Clear),Working Day,106
2023,8,13,8,Yelahanka,17.298520877377655,Low Temp (Rainy),Holiday,81
2024,9,15,17,Hebbal,15.904651764795766,Low Temp (Rainy),Holiday,97
2024,3,10,14,Sadashivanagar,14.967128203735312,Low Temp (Rainy),Holiday,95
2022,10,22,5,Malleswaram,25.3205036959707,Moderate Temp (Clear),Holiday,23
2023,12,19,22,Sadashivanagar,25.39707157945952,Moderate Temp (Clear),Working Day,92
2024,9,7,14,Rajajinagar,22.42456812713331,Moderate Temp (Clear),Holiday,123
2024,11,1,18,Seshadripuram,23.52658578001984,Moderate Temp (Clear),Working Day,105
2022,1,13,0,Malleswaram,14.460808147276111,Low Temp (Rainy),Working Day,25
2024,9,15,0,Shivajinagar,27.748741713508227,Moderate Temp (Clear),Holiday,21
2024,12,10,17,Rajarajeshwari Nagar,28.881453156172302,High Temp (Sunny),Working Day,76
2022,8,7,16,Vijaynagar,34.534163372267386,High Temp (Sunny),Holiday,94
2024,11,18,2,R.T. Nagar,17.165896935239005,Low Temp (Rainy),Working Day,21
2022,2,14,14,Indiranagar,24.312779007610068,Moderate Temp (Clear),Working Day,69
2024,12,21,11,Vasanthnagar,27.8602195683079,Moderate Temp (Clear),Holiday,114
2024,11,18,20,Mahadevapura,20.95075476784014,Moderate Temp (Clear),Working Day,115
2024,3,19,17,Rajajinagar,33.033934236220155,High Temp (Sunny),Working Day,91
2024,6,10,16,Vijaynagar,24.63437421499453,Moderate Temp (Clear),Working Day,116
2022,9,14,10,Indiranagar,31.045740990293165,High Temp (Sunny),Working Day,64
2024,11,7,2,Malleswaram,28.115179179984068,High Temp (Sunny),Working Day,23
2023,1,18,17,Koramangala,24.02359989669467,Moderate Temp (Clear),Working Day,122
2023,10,23,3,Domlur,20.410590106542408,Moderate Temp (Clear),Working Day,24
2024,4,13,13,Jeevanbhima Nagar,15.309685959161367,Low Temp (Rainy),Holiday,98
2024,2,10,18,Whitefield,6.607777680608194,Low Temp (Rainy),Holiday,117
2022,12,27,12,Jayanagar,21.104542744938737,Moderate Temp (Clear),Working Day,85
2022,7,5,21,Mahadevapura,32.30754256972158,High Temp (Sunny),Working Day,61
2024,6,14,2,Hebbal,28.508953691632744,High Temp (Sunny),Working Day,21
2022,4,18,11,Yelahanka,24.316657756243085,Moderate Temp (Clear),Working Day,77
2023,9,20,19,Bannerghatta,18.05993377155415,Moderate Temp (Clear),Working Day,106
2024,10,6,5,Jeevanbhima Nagar,16.0323757015901,Low Temp (Rainy),Holiday,21
2023,9,14,6,Whitefield,23.78793661797639,Moderate Temp (Clear),Working Day,21
2022,12,1,2,Banashankari,19.40734858043957,Moderate Temp (Clear),Working Day,23
2022,7,4,8,Shivajinagar,4.819605765538366,Low Temp (Rainy),Working Day,72
2024,10,22,0,Whitefield,22.220908884444743,Moderate Temp (Clear),Working Day,25
2024,8,1,14,Whitefield,17.032389372739832,Low Temp (Rainy),Working Day,74
2024,10,28,6,Seshadripuram,14.16207192460146,Low Temp (Rainy),Working Day,23
2023,12,20,4,Hebbal,23.3288845860093,Moderate Temp (Clear),Working Day,25
2023,10,9,12,JP Nagar,23.36362391027733,Moderate Temp (Clear),Working Day,100
2024,5,19,15,Malleswaram,32.23899035027701,High Temp (Sunny),Holiday,101
2023,11,9,9,Yelahanka,17.48487582488751,Low Temp (Rainy),Working Day,74
2023,11,4,9,Rajajinagar,26.16435742242284,Moderate Temp (Clear),Holiday,106
2024,9,22,1,Indiranagar,25.698561302772013,Moderate Temp (Clear),Holiday,21
2024,9,25,1,Jeevanbhima Nagar,29.315180219430587,High Temp (Sunny),Working Day,24
2022,5,21,12,Banashankari,20.41105927510597,Moderate Temp (Clear),Holiday,105
2023,10,9,0,Banashankari,16.151998910665867,Low Temp (Rainy),Working Day,23
2023,9,17,1,Malleswaram,27.77176710663656,Moderate Temp (Clear),Holiday,22
2023,9,7,9,Rajarajeshwari Nagar,29.851853989589355,High Temp (Sunny),Working Day,60
2023,11,12,18,Hebbal,31.71319455079553,High Temp (Sunny),Holiday,103
2022,6,9,22,Banashankari,12.426684719584976,Low Temp (Rainy),Working Day,39
2024,11,22,15,Bellandur,22.12462448302429,Moderate Temp (Clear),Working Day,88
2024,4,22,22,Marathahalli,26.72788844409653,Moderate Temp (Clear),Working Day,79
2024,10,5,23,Rajajinagar,18.950258177577112,Moderate Temp (Clear),Holiday,106
2024,1,1,6,Vasanthnagar,31.261747878988103,High Temp (Sunny),Working Day,21
2024,7,6,10,Yelahanka,16.324733757683937,Low Temp (Rainy),Holiday,103
2024,11,13,2,Seshadripuram,30.310189646850716,High Temp (Sunny),Working Day,25
2023,11,26,11,Jeevanbhima Nagar,16.016716935009526,Low Temp (Rainy),Holiday,81
2024,9,7,1,Indiranagar,29.85081797430483,High Temp (Sunny),Holiday,22
2024,12,10,18,Bellandur,27.199672744249455,Moderate Temp (Clear),Working Day,110
2024,2,16,11,Sadashivanagar,32.68205558276368,High Temp (Sunny),Working Day,64
2024,3,9,3,Shivajinagar,5.919157656368256,Low Temp (Rainy),Holiday,25
2022,11,23,21,Jeevanbhima Nagar,19.17491097574924,Moderate Temp (Clear),Working Day,90
2022,7,25,15,Domlur,31.668972951815626,High Temp (Sunny),Working Day,37
2024,11,20,3,Mahadevapura,16.256659671736468,Low Temp (Rainy),Working Day,24
2023,11,11,6,Banashankari,18.668458483214845,Moderate Temp (Clear),Holiday,21
2024,2,14,5,Vasanthnagar,27.22764604607635,Moderate Temp (Clear),Working Day,21
2023,11,2,18,Malleswaram,27.398919096370697,Moderate Temp (Clear),Working Day,95
2024,3,15,6,BTM Layout,27.34933362278606,Moderate Temp (Clear),Working Day,25
2024,12,14,21,Vasanthnagar,23.58571539789198,Moderate Temp (Clear),Holiday,139
2024,2,27,3,Vijaynagar,25.41260763647256,Moderate Temp (Clear),Working Day,23
2022,4,27,10,Vijaynagar,23.258833034117668,Moderate Temp (Clear),Working Day,101
2024,10,20,22,Domlur,30.700396625930267,High Temp (Sunny),Holiday,82
2024,11,26,19,Seshadripuram,14.303877161131394,Low Temp (Rainy),Working Day,73
2022,10,14,14,Banashankari,25.91618812323268,Moderate Temp (Clear),Working Day,62
2023,12,13,22,Yelahanka,19.887626036204235,Moderate Temp (Clear),Working Day,94
2022,11,27,5,Vasanthnagar,26.546180101325263,Moderate Temp (Clear),Holiday,25
2024,7,10,15,Marathahalli,25.13163027983133,Moderate Temp (Clear),Working Day,85
2024,4,28,13,Bannerghatta,15.976706535959856,Low Temp (Rainy),Holiday,88
2022,9,2,3,Yeshwantpur,17.36930651154603,Low Temp (Rainy),Working Day,22
2023,12,2,14,Rajajinagar,35.34396635458679,High Temp (Sunny),Holiday,63
2023,3,21,0,Yelahanka,20.925631670706057,Moderate Temp (Clear),Working Day,25
2023,11,10,4,Vasanthnagar,15.625189592156376,Low Temp (Rainy),Working Day,20
2024,3,17,12,HSR Layout,27.67957221744193,Moderate Temp (Clear),Holiday,112
2024,3,5,15,Yelahanka,22.306993289173008,Moderate Temp (Clear),Working Day,91
2024,2,10,14,Sadashivanagar,15.038728959796478,Low Temp (Rainy),Holiday,110
2023,2,7,11,BTM Layout,22.241603548103125,Moderate Temp (Clear),Working Day,80
2022,6,28,16,Jeevanbhima Nagar,26.65506967461944,Moderate Temp (Clear),Working Day,103
2022,10,8,16,Vijaynagar,13.273811370100328,Low Temp (Rainy),Holiday,88
2024,10,2,11,Hebbal,19.5793529254573,Moderate Temp (Clear),Working Day,90
2022,6,19,21,Seshadripuram,19.30342615732646,Moderate Temp (Clear),Holiday,126
2022,7,23,2,Jeevanbhima Nagar,20.894416229959567,Moderate Temp (Clear),Holiday,20
2024,7,12,7,Rajajinagar,20.03206754843684,Moderate Temp (Clear),Working Day,122
2024,12,15,21,JP Nagar,18.02394774439149,Moderate Temp (Clear),Holiday,136
2024,11,24,2,Malleswaram,21.598659247513535,Moderate Temp (Clear),Holiday,21
2023,3,14,10,Rajajinagar,20.469201570936303,Moderate Temp (Clear),Working Day,109
2023,9,15,17,Whitefield,20.669812551619504,Moderate Temp (Clear),Working Day,102
2024,10,2,14,Yeshwantpur,25.783087153423832,Moderate Temp (Clear),Working Day,87
2022,1,11,11,Indiranagar,16.91680345739939,Low Temp (Rainy),Working Day,37
2023,9,28,3,Vijaynagar,29.08462404147747,High Temp (Sunny),Working Day,20
2024,8,20,18,Vasanthnagar,26.30678059132812,Moderate Temp (Clear),Working Day,104
2024,6,13,17,Ulsoor,26.488466490767657,Moderate Temp (Clear),Working Day,108
2023,11,6,11,Mahadevapura,22.69737508118096,Moderate Temp (Clear),Working Day,71
2023,5,14,17,Vasanthnagar,17.709936135583163,Low Temp (Rainy),Holiday,99
2024,9,19,20,Shivajinagar,18.051100857349805,Moderate Temp (Clear),Working Day,108
2023,11,25,0,Marathahalli,16.592302130081585,Low Temp (Rainy),Holiday,22
2024,4,1,4,Koramangala,24.29957265452975,Moderate Temp (Clear),Working Day,22
2022,7,7,1,Rajarajeshwari Nagar,8.902668866219177,Low Temp (Rainy),Working Day,24
2022,6,16,18,Marathahalli,19.30028465289296,Moderate Temp (Clear),Working Day,105
2024,4,26,20,Vasanthnagar,28.646156155053816,High Temp (Sunny),Working Day,82
2022,8,11,17,Yelahanka,25.247941890370207,Moderate Temp (Clear),Working Day,96
2024,8,9,21,Rajarajeshwari Nagar,23.16494696730328,Moderate Temp (Clear),Working Day,98
2024,8,26,15,HSR Layout,26.037733787598224,Moderate Temp (Clear),Working Day,68
2022,4,19,15,Yeshwantpur,23.90812042094032,Moderate Temp (Clear),Working Day,72
2023,12,2,17,JP Nagar,26.00671388332272,Moderate Temp (Clear),Holiday,146
2023,8,25,5,Bellandur,24.204950255407304,Moderate Temp (Clear),Working Day,20
2023,6,26,0,Mahadevapura,11.567873126252133,Low Temp (Rainy),Working Day,25
2023,5,24,17,Seshadripuram,24.826784284973712,Moderate Temp (Clear),Working Day,113
2024,11,21,14,Rajarajeshwari Nagar,19.962073986655216,Moderate Temp (Clear),Working Day,79
2023,4,24,11,Malleswaram,22.83879841260102,Moderate Temp (Clear),Working Day,64
2024,2,1,17,Whitefield,28.30155241669556,High Temp (Sunny),Working Day,73
2023,6,27,15,Yelahanka,25.242331799479025,Moderate Temp (Clear),Working Day,68
2023,9,10,23,Whitefield,32.80588861672791,High Temp (Sunny),Holiday,101
2024,7,5,3,Yeshwantpur,23.12846566757801,Moderate Temp (Clear),Working Day,21
2022,4,22,22,Vasanthnagar,29.347868225134064,High Temp (Sunny),Working Day,35
2022,8,7,0,Jayanagar,22.95830090261882,Moderate Temp (Clear),Holiday,20
2022,2,14,15,JP Nagar,22.898175598241966,Moderate Temp (Clear),Working Day,49
2023,5,11,0,Indiranagar,36.926618081236384,High Temp (Sunny),Working Day,23
2023,1,7,22,Shivajinagar,28.70329064045626,High Temp (Sunny),Holiday,77
2024,4,26,15,Shivajinagar,17.44772197348156,Low Temp (Rainy),Working Day,57
2024,10,17,15,Bannerghatta,21.166933012966727,Moderate Temp (Clear),Working Day,102
2024,4,7,4,Banashankari,16.68142249130534,Low Temp (Rainy),Holiday,22
2024,3,1,2,Shivajinagar,18.88847928400218,Moderate Temp (Clear),Working Day,23
2023,10,25,17,Jayanagar,32.288627929730524,High Temp (Sunny),Working Day,65
2022,12,19,3,Seshadripuram,28.493255040845668,High Temp (Sunny),Working Day,25
2023,3,23,20,Bannerghatta,20.20409748658817,Moderate Temp (Clear),Working Day,97
2023,12,13,0,Domlur,24.47883551750114,Moderate Temp (Clear),Working Day,20
2024,8,23,18,Sadashivanagar,13.075637600437664,Low Temp (Rainy),Working Day,100
2024,3,20,11,Whitefield,14.675815217205558,Low Temp (Rainy),Working Day,57
2023,5,7,3,Shivajinagar,24.248712298705183,Moderate Temp (Clear),Holiday,20
2022,8,26,1,Rajarajeshwari Nagar,34.10212535952502,High Temp (Sunny),Working Day,24
2023,8,3,3,Shivajinagar,30.997686325602245,High Temp (Sunny),Working Day,21
2024,1,27,14,Yelahanka,24.154925874177643,Moderate Temp (Clear),Holiday,106
2022,12,8,17,Koramangala,31.661733539780325,High Temp (Sunny),Working Day,70
2024,9,19,21,Bannerghatta,18.701350721307183,Moderate Temp (Clear),Working Day,97
2024,2,22,18,BTM Layout,23.636033531851588,Moderate Temp (Clear),Working Day,98
2022,2,15,20,Bellandur,31.31621449219045,High Temp (Sunny),Working Day,75
2024,1,22,4,R.T. Nagar,25.089359360821906,Moderate Temp (Clear),Working Day,24
2024,3,28,16,HSR Layout,18.239761193624304,Moderate Temp (Clear),Working Day,125
2022,8,19,14,Hebbal,30.906758637098267,High Temp (Sunny),Working Day,20
2023,9,3,21,Vasanthnagar,25.98914732991452,Moderate Temp (Clear),Holiday,127
2024,9,20,8,Bannerghatta,14.884102739656562,Low Temp (Rainy),Working Day,82
2022,12,21,20,Shivajinagar,25.58088023441401,Moderate Temp (Clear),Working Day,100
2024,5,5,22,Seshadripuram,18.945283285527296,Moderate Temp (Clear),Holiday,116
2023,6,9,15,Rajarajeshwari Nagar,30.58272172518675,High Temp (Sunny),Working Day,41
2023,3,13,17,Jayanagar,25.436894278938844,Moderate Temp (Clear),Working Day,103
2024,10,21,17,Banashankari,18.16272981868935,Moderate Temp (Clear),Working Day,121
2022,7,25,16,Malleswaram,18.105429181304004,Moderate Temp (Clear),Working Day,104
2024,9,10,7,Vijaynagar,32.91737217019515,High Temp (Sunny),Working Day,96
2024,9,21,6,Banashankari,30.071296968135503,High Temp (Sunny),Holiday,24
2022,3,6,16,Ulsoor,24.0946343528062,Moderate Temp (Clear),Holiday,131
2024,8,8,3,Yelahanka,31.801446778415084,High Temp (Sunny),Working Day,24
2023,8,11,14,Vasanthnagar,24.09536498568652,Moderate Temp (Clear),Working Day,69
2024,11,8,10,R.T. Nagar,26.738789629689062,Moderate Temp (Clear),Working Day,111
2024,1,1,20,Bannerghatta,22.52823565616885,Moderate Temp (Clear),Working Day,112
2022,7,23,19,Vasanthnagar,21.890562258981998,Moderate Temp (Clear),Holiday,118
2024,10,20,11,Bellandur,25.532135706773374,Moderate Temp (Clear),Holiday,124
2024,6,19,16,Bannerghatta,23.989917097551636,Moderate Temp (Clear),Working Day,100
2024,5,24,20,Bellandur,27.003374652139776,Moderate Temp (Clear),Working Day,110
2024,1,1,18,Shivajinagar,24.28153262616322,Moderate Temp (Clear),Working Day,118
2023,3,7,6,Vijaynagar,17.561129460864706,Low Temp (Rainy),Working Day,24
2024,11,10,10,Sadashivanagar,19.645706733532577,Moderate Temp (Clear),Holiday,128
2023,8,27,2,Sadashivanagar,32.35927309892003,High Temp (Sunny),Holiday,24
2024,5,1,18,Koramangala,29.791669447860805,High Temp (Sunny),Working Day,85
2023,8,3,16,Domlur,23.71243567493098,Moderate Temp (Clear),Working Day,103
2023,2,12,0,Sadashivanagar,25.68291320412244,Moderate Temp (Clear),Holiday,24
2024,4,3,4,Whitefield,29.4123468482548,High Temp (Sunny),Working Day,24
2024,3,3,7,Sadashivanagar,10.544144420716624,Low Temp (Rainy),Holiday,89
2023,12,26,18,Ulsoor,28.748570496652764,High Temp (Sunny),Working Day,85
2023,7,23,2,R.T. Nagar,29.587732255025475,High Temp (Sunny),Holiday,20
2022,9,27,12,Bellandur,31.36423375199454,High Temp (Sunny),Working Day,38
2022,4,7,21,Shivajinagar,18.9490477119882,Moderate Temp (Clear),Working Day,91
2023,9,26,7,Rajarajeshwari Nagar,13.326846476219435,Low Temp (Rainy),Working Day,62
2024,6,27,9,Domlur,32.57460485340604,High Temp (Sunny),Working Day,80
2022,10,2,4,BTM Layout,17.35621931197997,Low Temp (Rainy),Holiday,23
2024,8,21,20,Mahadevapura,26.660973350938846,Moderate Temp (Clear),Working Day,117
2024,8,15,0,Indiranagar,21.119928188532302,Moderate Temp (Clear),Working Day,24
2023,1,10,7,Bellandur,26.671644340080235,Moderate Temp (Clear),Working Day,107
2022,5,1,0,Mahadevapura,16.74847907994843,Low Temp (Rainy),Holiday,23
2024,9,26,9,Marathahalli,29.25453033521839,High Temp (Sunny),Working Day,80
2023,7,9,15,Ulsoor,34.71843708446815,High Temp (Sunny),Holiday,75
2023,12,24,22,Seshadripuram,28.448849892393675,High Temp (Sunny),Holiday,58
2023,11,25,16,JP Nagar,29.116911936476804,High Temp (Sunny),Holiday,108
2022,2,21,0,BTM Layout,28.03031303860957,High Temp (Sunny),Working Day,21
2024,5,1,9,JP Nagar,21.284186381146885,Moderate Temp (Clear),Working Day,114
2022,12,26,11,Jeevanbhima Nagar,35.79376090167115,High Temp (Sunny),Working Day,49
2023,7,15,0,Vijaynagar,23.4238575330632,Moderate Temp (Clear),Holiday,23
2023,12,22,20,Vijaynagar,19.696429101175827,Moderate Temp (Clear),Working Day,101
2022,8,4,12,Banashankari,15.55672589351478,Low Temp (Rainy),Working Day,31
2023,11,7,2,Ulsoor,24.280714942933976,Moderate Temp (Clear),Working Day,22
2023,5,10,2,Yelahanka,26.47895307664328,Moderate Temp (Clear),Working Day,25
2024,12,17,1,Bellandur,14.901380044112315,Low Temp (Rainy),Working Day,23
2023,2,8,2,Mahadevapura,28.994679291515347,High Temp (Sunny),Working Day,20
2024,1,10,21,Jayanagar,19.66724913312977,Moderate Temp (Clear),Working Day,117
2023,8,24,8,Mahadevapura,14.087697449639762,Low Temp (Rainy),Working Day,69
2023,4,6,21,Rajarajeshwari Nagar,16.421785689567706,Low Temp (Rainy),Working Day,45
2024,9,5,8,Bannerghatta,25.92962218421394,Moderate Temp (Clear),Working Day,110
2024,3,25,23,Malleswaram,15.250159287052234,Low Temp (Rainy),Working Day,54
2022,3,19,5,Marathahalli,7.675981072598979,Low Temp (Rainy),Holiday,21
2024,9,10,4,Bellandur,24.92413828969612,Moderate Temp (Clear),Working Day,25
2024,8,3,17,Ulsoor,18.91630428754393,Moderate Temp (Clear),Holiday,138
2022,1,2,14,Yelahanka,21.84691953054776,Moderate Temp (Clear),Holiday,93
2024,12,8,23,Yelahanka,33.33297963097664,High Temp (Sunny),Holiday,91
2022,6,1,3,Rajarajeshwari Nagar,26.68853956127749,Moderate Temp (Clear),Working Day,21
2024,4,7,20,Malleswaram,37.4268805656577,High Temp (Sunny),Holiday,109
2024,6,17,8,Bellandur,22.395178836556536,Moderate Temp (Clear),Working Day,97
2024,1,16,11,Jeevanbhima Nagar,14.424998133137944,Low Temp (Rainy),Working Day,63
2023,11,10,23,HSR Layout,29.86672731024556,High Temp (Sunny),Working Day,57
2023,12,17,4,Banashankari,22.96939965216096,Moderate Temp (Clear),Holiday,22
2024,5,25,12,Jayanagar,20.86442195271888,Moderate Temp (Clear),Holiday,131
2024,10,9,9,Koramangala,32.535382725846254,High Temp (Sunny),Working Day,96
2022,2,26,11,Vijaynagar,28.92122298602636,High Temp (Sunny),Holiday,64
2024,10,16,3,Rajarajeshwari Nagar,22.562629663143586,Moderate Temp (Clear),Working Day,22
2024,1,24,10,Sadashivanagar,29.59302046202563,High Temp (Sunny),Working Day,70
2023,10,12,6,Koramangala,27.5244297929043,Moderate Temp (Clear),Working Day,25
2024,6,9,22,Seshadripuram,20.76118541709392,Moderate Temp (Clear),Holiday,121
2024,11,8,17,Ulsoor,28.3695809032391,High Temp (Sunny),Working Day,70
2024,8,24,14,Bannerghatta,14.472298922263636,Low Temp (Rainy),Holiday,81
2022,7,3,8,Rajajinagar,18.656184426679808,Moderate Temp (Clear),Holiday,98
2024,5,26,21,Sadashivanagar,22.28167408956114,Moderate Temp (Clear),Holiday,145
2023,8,10,15,Ulsoor,22.11449322629879,Moderate Temp (Clear),Working Day,72
2024,2,26,22,Koramangala,23.085877557724935,Moderate Temp (Clear),Working Day,114
2024,11,20,19,Vasanthnagar,9.989339956033838,Low Temp (Rainy),Working Day,70
2024,9,9,4,Jayanagar,24.96390768986814,Moderate Temp (Clear),Working Day,25
2022,11,19,0,Indiranagar,25.291763512825145,Moderate Temp (Clear),Holiday,25
2023,1,21,19,R.T. Nagar,24.99034201208255,Moderate Temp (Clear),Holiday,119
2023,4,18,8,Jeevanbhima Nagar,34.66501745594819,High Temp (Sunny),Working Day,70
2024,12,3,4,Yelahanka,20.11143617580822,Moderate Temp (Clear),Working Day,23
